 6935.000000397937, 2.679514118257e-008, -1.425655037205e-007, 2.267791628530e-010
 6936.000000397937, 2.632581106898e-008, -1.432874826490e-007, 2.213957135402e-010
 6937.000000397937, 2.619577875551e-008, -1.433016758754e-007, 2.212840728006e-010
 6938.000000397937, 2.660799060179e-008, -1.427435010759e-007, 1.819228880312e-010
 6939.000000397937, 2.692173974480e-008, -1.423021374243e-007, 1.862345630177e-010
 6940.000000397937, 2.667322922323e-008, -1.423254974834e-007, 1.871613380438e-010
 6941.000000397937, 2.613208340848e-008, -1.425116679811e-007, 1.702142799108e-010
 6942.000000397937, 2.585037624706e-008, -1.425200773766e-007, 1.371802486629e-010
 6943.000000397937, 2.600788477163e-008, -1.424459626519e-007, 1.034314358802e-010
 6944.000000397937, 2.634297394681e-008, -1.425363712485e-007, 9.747075702301e-011
 6945.000000397937, 2.655715342438e-008, -1.427712719832e-007, 7.508478240284e-011
 6946.000000397937, 2.656148113680e-008, -1.429636534687e-007, 6.577028821165e-011
 6947.000000397937, 2.634040912643e-008, -1.431059764171e-007, 5.578613684868e-011
 6948.000000397937, 2.583235056937e-008, -1.433710220906e-007, 3.131257635473e-011
 6949.000000397937, 2.510747511742e-008, -1.437973145590e-007, 2.269658058575e-011
 6950.000000397937, 2.452054094954e-008, -1.441844799340e-007, 1.753287082001e-011
 6951.000000397937, 2.448078365193e-008, -1.443518391933e-007, 3.166751100957e-012
 6952.000000397937, 2.506115330223e-008, -1.443291784415e-007, -2.050563790088e-011
 6953.000000397937, 2.593583125326e-008, -1.442189557451e-007, -4.137022715021e-011
 6954.000000397937, 2.671907614976e-008, -1.440300634536e-007, -3.363667699221e-011
 6955.000000397937, 2.724711116909e-008, -1.437272745097e-007, -2.908993807180e-011
 6956.000000397937, 2.742250813564e-008, -1.432991690053e-007, -4.434919152706e-011
 6957.000000397937, 2.696364628600e-008, -1.427155407172e-007, -5.215485621151e-011
 6958.000000397937, 2.571940254458e-008, -1.419578673451e-007, -8.169408355352e-011
 6959.000000397937, 2.428837375174e-008, -1.411472064288e-007, -9.986806017876e-011
 6960.000000397937, 2.379633863393e-008, -1.405488532786e-007, -1.145024871059e-010
 6961.000000397937, 2.467253685926e-008, -1.404266086950e-007, -1.652245616642e-010
 6962.000000397937, 2.598417376316e-008, -1.408867494304e-007, -1.666052790196e-010
 6963.000000397937, 2.641854786336e-008, -1.417380947437e-007, -1.667079541088e-010
 6964.000000397937, 2.571432090293e-008, -1.424811597018e-007, -1.670096605967e-010
 6965.000000397937, 2.473110542691e-008, -1.426490860966e-007, -1.946636448704e-010
 6966.000000397937, 2.427320118867e-008, -1.422590733776e-007, -2.047134787880e-010
 6967.000000397937, 2.428450104768e-008, -1.417517866025e-007, -1.990802257811e-010
 6968.000000397937, 2.420283568508e-008, -1.414377688443e-007, -2.102162692041e-010
 6969.000000397937, 2.374210014438e-008, -1.412400734201e-007, -2.251727921183e-010
 6970.000000397937, 2.314908212805e-008, -1.410501542199e-007, -2.283674384685e-010
 6971.000000397937, 2.283397747254e-008, -1.410359577424e-007, -2.905661555834e-010
 6972.000000397937, 2.291703187691e-008, -1.413866813930e-007, -2.943334675706e-010
 6973.000000397937, 2.314011123993e-008, -1.419450975113e-007, -2.982592546488e-010
 6974.000000397937, 2.312032836847e-008, -1.423569715114e-007, -3.031216505363e-010
 6975.000000397937, 2.266401659459e-008, -1.425349213419e-007, -3.234097763782e-010
 6976.000000397937, 2.191536236759e-008, -1.427419387267e-007, -3.431291989909e-010
 6977.000000397937, 2.126209805559e-008, -1.431718570485e-007, -3.308661657232e-010
 6978.000000397937, 2.104436139063e-008, -1.436421806331e-007, -3.430218457450e-010
 6979.000000397937, 2.127998788071e-008, -1.438284678290e-007, -3.505119618599e-010
 6980.000000397937, 2.167563563694e-008, -1.436756882126e-007, -3.407494908392e-010
 6981.000000397937, 2.192612378767e-008, -1.434130046383e-007, -3.600861811618e-010
 6982.000000397937, 2.197258671059e-008, -1.432167816217e-007, -3.524380606391e-010
 6983.000000397937, 2.192417407302e-008, -1.430218463687e-007, -3.919097222069e-010
